Name,URL,Language,size,Oversize?
ignite-web-console,https://github.com/apache/ignite-web-console.git,JavaScript,8843,False
vcl-site,https://github.com/apache/vcl-site.git,HTML,4206,False
incubator-pagespeed-drp,https://github.com/apache/incubator-pagespeed-drp.git,Python,238,False
sentry,https://github.com/apache/sentry.git,Java,10594,False
fineract-cn-lang,https://github.com/apache/fineract-cn-lang.git,Java,241,False
fineract-cn-test,https://github.com/apache/fineract-cn-test.git,Java,159,False
fineract-cn-cassandra,https://github.com/apache/fineract-cn-cassandra.git,Java,114,False
fineract-cn-async,https://github.com/apache/fineract-cn-async.git,Java,93,False
incubator-nlpcraft-ui,https://github.com/apache/incubator-nlpcraft-ui.git,TypeScript,62,False
puppet-module-ssh,https://github.com/apache/puppet-module-ssh.git,Ruby,799,False
fineract-cn-demo-server,https://github.com/apache/fineract-cn-demo-server.git,Java,263,False
fineract-cn-default-setup,https://github.com/apache/fineract-cn-default-setup.git,Java,84,False
incubator-taverna-common-activities,https://github.com/apache/incubator-taverna-common-activities.git,Java,5696,False
openwhisk-test,https://github.com/apache/openwhisk-test.git,JavaScript,25,False
geronimo-safeguard,https://github.com/apache/geronimo-safeguard.git,Java,203,False
axis-axis1-site-src,https://github.com/apache/axis-axis1-site-src.git,,482,False
trafodion-site,https://github.com/apache/trafodion-site.git,HTML,100700,False
fineract-cn-postgresql,https://github.com/apache/fineract-cn-postgresql.git,Java,90,False
fineract-cn-service-starter,https://github.com/apache/fineract-cn-service-starter.git,Java,116,False
fineract-cn-identity,https://github.com/apache/fineract-cn-identity.git,Java,565,False
fineract-cn-permitted-feign-client,https://github.com/apache/fineract-cn-permitted-feign-client.git,Java,201,False
tajo,https://github.com/apache/tajo.git,Java,30703,False
servicecomb-fence,https://github.com/apache/servicecomb-fence.git,Java,400,False
fineract-cn-group,https://github.com/apache/fineract-cn-group.git,Java,290,False
fineract-cn-notifications,https://github.com/apache/fineract-cn-notifications.git,Java,358,False
fineract-cn-cheques,https://github.com/apache/fineract-cn-cheques.git,Java,205,False
incubator-marvin-website,https://github.com/apache/incubator-marvin-website.git,HTML,7706,False
incubator-s2graph,https://github.com/apache/incubator-s2graph.git,Scala,14439,False
incubator-taverna-databundle-viewer,https://github.com/apache/incubator-taverna-databundle-viewer.git,Ruby,485,False
incubator-taverna-mobile,https://github.com/apache/incubator-taverna-mobile.git,Java,47941,False
incubator-taverna-engine,https://github.com/apache/incubator-taverna-engine.git,Java,6590,False
incubator-taverna-commandline,https://github.com/apache/incubator-taverna-commandline.git,Java,1014,False
incubator-taverna-workbench,https://github.com/apache/incubator-taverna-workbench.git,Java,9275,False
incubator-taverna-workbench-product,https://github.com/apache/incubator-taverna-workbench-product.git,Shell,95687,False
incubator-taverna-workbench-common-activities,https://github.com/apache/incubator-taverna-workbench-common-activities.git,Java,83850,False
incubator-taverna-server,https://github.com/apache/incubator-taverna-server.git,Java,244155,False
incubator-taverna-osgi,https://github.com/apache/incubator-taverna-osgi.git,Java,360,False
incubator-taverna-plugin-gis,https://github.com/apache/incubator-taverna-plugin-gis.git,Java,173,False
incubator-taverna-language,https://github.com/apache/incubator-taverna-language.git,Java,16306,False
incubator-taverna-maven-parent,https://github.com/apache/incubator-taverna-maven-parent.git,,202,False
twill,https://github.com/apache/twill.git,Java,13155,False
incubator-sdap-ningesterpy,https://github.com/apache/incubator-sdap-ningesterpy.git,Python,16160,False
incubator-sdap-ningester,https://github.com/apache/incubator-sdap-ningester.git,Java,36457,False
any23-server,https://github.com/apache/any23-server.git,Java,141,False
axis-axis1-c,https://github.com/apache/axis-axis1-c.git,C++,34091,False
flex-utilities,https://github.com/apache/flex-utilities.git,HTML,21831,False
serf,https://github.com/apache/serf.git,C,3127,False
comdev-wwwsite,https://github.com/apache/comdev-wwwsite.git,Python,3,False
uima-as_old,https://github.com/apache/uima-as_old.git,Java,12197,False
axis-axis2-java-kandula,https://github.com/apache/axis-axis2-java-kandula.git,Java,1059,False
axis-axis2-java-sandesha,https://github.com/apache/axis-axis2-java-sandesha.git,Java,16385,False
axis-axis2-java-savan,https://github.com/apache/axis-axis2-java-savan.git,Java,200,False
axis-axis2-java-transports,https://github.com/apache/axis-axis2-java-transports.git,Java,1287,False
axis-axis2-c-rampart,https://github.com/apache/axis-axis2-c-rampart.git,C,2437,False
axis-axis2-c-sandesha,https://github.com/apache/axis-axis2-c-sandesha.git,C,2894,False
axis-axis2-c-savan,https://github.com/apache/axis-axis2-c-savan.git,C,1673,False
couchdb-couch-dbupdates,https://github.com/apache/couchdb-couch-dbupdates.git,Erlang,26,False
asterixdb-hyracks,https://github.com/apache/asterixdb-hyracks.git,Java,21869,False
struts1,https://github.com/apache/struts1.git,Java,29195,False
incubator-optiq-csv,https://github.com/apache/incubator-optiq-csv.git,Java,94,False
incubator-optiq-linq4j,https://github.com/apache/incubator-optiq-linq4j.git,Java,593,False
myfaces-html5,https://github.com/apache/myfaces-html5.git,Java,4994,False
hama,https://github.com/apache/hama.git,Java,60551,False
myfaces-extcdi,https://github.com/apache/myfaces-extcdi.git,Java,6418,False
incubator-sdap-mudrod,https://github.com/apache/incubator-sdap-mudrod.git,Java,1997,False
myfaces-extval,https://github.com/apache/myfaces-extval.git,,4219,False
servicemix4-bundles,https://github.com/apache/servicemix4-bundles.git,Java,8854,False
tuscany-das,https://github.com/apache/tuscany-das.git,Java,1982,False
maven-2,https://github.com/apache/maven-2.git,Java,12546,False
stanbol,https://github.com/apache/stanbol.git,Java,83209,False
cxf-dosgi,https://github.com/apache/cxf-dosgi.git,Java,3444,False
struts-annotations,https://github.com/apache/struts-annotations.git,Java,123,False
fineract-cn-fims-web-app,https://github.com/apache/fineract-cn-fims-web-app.git,TypeScript,3456,False
incubator-samoa,https://github.com/apache/incubator-samoa.git,Java,6135,False
apisix-dashboard-built,https://github.com/apache/apisix-dashboard-built.git,CSS,1701,False
incubator-atlas,https://github.com/apache/incubator-atlas.git,Java,34267,False
incubator-brooklyn,https://github.com/apache/incubator-brooklyn.git,Java,258028,False
marmotta,https://github.com/apache/marmotta.git,Java,21517,False
aries-journaled-events,https://github.com/apache/aries-journaled-events.git,Java,117,False
felix,https://github.com/apache/felix.git,,96620,False
hadoop-common,https://github.com/apache/hadoop-common.git,Java,270460,False
arrow-dist,https://github.com/apache/arrow-dist.git,Shell,88,False
archiva-redback-components-parent,https://github.com/apache/archiva-redback-components-parent.git,,66,False
commons-skin,https://github.com/apache/commons-skin.git,JavaScript,246,False
archiva-redback-site,https://github.com/apache/archiva-redback-site.git,Shell,321,False
incubator-sdap-edge,https://github.com/apache/incubator-sdap-edge.git,Python,210,False
rocketmq-ons,https://github.com/apache/rocketmq-ons.git,Java,196,False
incubator-milagro-dta,https://github.com/apache/incubator-milagro-dta.git,Go,126255,False
aurora-packaging,https://github.com/apache/aurora-packaging.git,Shell,520,False
couchdb-ken,https://github.com/apache/couchdb-ken.git,Erlang,18,False
couchdb-smoosh,https://github.com/apache/couchdb-smoosh.git,Erlang,24,False
archiva-redback-components-modello-plugins,https://github.com/apache/archiva-redback-components-modello-plugins.git,,170,False
maven-doxia-tools,https://github.com/apache/maven-doxia-tools.git,Java,1332,False
incubator-retired-tamaya-sandbox,https://github.com/apache/incubator-retired-tamaya-sandbox.git,Java,1640,False
aurora-website,https://github.com/apache/aurora-website.git,HTML,4096,False
struts-master,https://github.com/apache/struts-master.git,,39,False
xerces-c-admin,https://github.com/apache/xerces-c-admin.git,,6,False
ode,https://github.com/apache/ode.git,Java,21659,False
httpcomponents-stylecheck,https://github.com/apache/httpcomponents-stylecheck.git,,17,False
drat,https://github.com/apache/drat.git,JavaScript,100715,False
ant-ivyde,https://github.com/apache/ant-ivyde.git,Java,10957,False
incubator-milagro,https://github.com/apache/incubator-milagro.git,HTML,16380,False
tapestry3,https://github.com/apache/tapestry3.git,Java,54938,False
tuscany-sdo,https://github.com/apache/tuscany-sdo.git,Java,2519,False
tiles,https://github.com/apache/tiles.git,Java,12554,False
incubator-twill,https://github.com/apache/incubator-twill.git,Java,10833,False
mina-asyncweb,https://github.com/apache/mina-asyncweb.git,Java,541,False
servicemix5,https://github.com/apache/servicemix5.git,CSS,871,False
pluto,https://github.com/apache/pluto.git,,14974,False
servicemix3,https://github.com/apache/servicemix3.git,Java,21493,False
servicemix4-kernel,https://github.com/apache/servicemix4-kernel.git,Java,1711,False
geronimo,https://github.com/apache/geronimo.git,Java,167708,False
dubbo-sentinel-support,https://github.com/apache/dubbo-sentinel-support.git,Java,30,False
incubator-myriad,https://github.com/apache/incubator-myriad.git,Java,10766,False
rocketmq-ons-cpp,https://github.com/apache/rocketmq-ons-cpp.git,C++,441,False
incubator-retired-edgent,https://github.com/apache/incubator-retired-edgent.git,Java,25183,False
rocketmq-remoting,https://github.com/apache/rocketmq-remoting.git,Java,167,False
incubator-retired-zipkin-website,https://github.com/apache/incubator-retired-zipkin-website.git,HTML,1433,False
lens,https://github.com/apache/lens.git,Java,18225,False
distributedlog,https://github.com/apache/distributedlog.git,Java,11843,False
tiles-autotag,https://github.com/apache/tiles-autotag.git,Java,457,False
uima-ducc,https://github.com/apache/uima-ducc.git,Java,53293,False
ws-parent,https://github.com/apache/ws-parent.git,,10,False
incubator-retired-tamaya,https://github.com/apache/incubator-retired-tamaya.git,Java,7630,False
maven-plugins,https://github.com/apache/maven-plugins.git,Java,55676,False
incubator-batchee,https://github.com/apache/incubator-batchee.git,Java,1584,False
ctakes,https://github.com/apache/ctakes.git,Java,6547064,True
apache.github.io,https://github.com/apache/apache.github.io.git,HTML,7,False
any23-plugins,https://github.com/apache/any23-plugins.git,Java,120,False
archiva-redback-components-expression-evaluator,https://github.com/apache/archiva-redback-components-expression-evaluator.git,,26,False
archiva-redback-components-spring-apacheds,https://github.com/apache/archiva-redback-components-spring-apacheds.git,,32,False
archiva-redback-components-spring-registry,https://github.com/apache/archiva-redback-components-spring-registry.git,,137,False
archiva-redback-components-spring-cache,https://github.com/apache/archiva-redback-components-spring-cache.git,,172,False
archiva-redback-components-spring-taskqueue,https://github.com/apache/archiva-redback-components-spring-taskqueue.git,,58,False
archiva-redback-components-spring-quartz,https://github.com/apache/archiva-redback-components-spring-quartz.git,,49,False
maven-osgi,https://github.com/apache/maven-osgi.git,Java,1142,False
chemistry-cmislib,https://github.com/apache/chemistry-cmislib.git,Python,693,False
comdev-projects,https://github.com/apache/comdev-projects.git,HTML,14939,False
comdev-reporter,https://github.com/apache/comdev-reporter.git,Python,6021,False
infrastructure-staging-test,https://github.com/apache/infrastructure-staging-test.git,HTML,35,False
incubator-weex-android-compatible,https://github.com/apache/incubator-weex-android-compatible.git,,120,False
groovy-user-site,https://github.com/apache/groovy-user-site.git,Groovy,2458,False
xalan-java,https://github.com/apache/xalan-java.git,Java,48918,False
incubator-milagro-crypto-js,https://github.com/apache/incubator-milagro-crypto-js.git,JavaScript,3176,False
servicemix-documentation,https://github.com/apache/servicemix-documentation.git,JavaScript,2128,False
servicemix-pom,https://github.com/apache/servicemix-pom.git,,168,False
jackrabbit-ocm,https://github.com/apache/jackrabbit-ocm.git,Java,1229,False
archiva-redback-components-spring-utils,https://github.com/apache/archiva-redback-components-spring-utils.git,Java,36,False
fineract-cn-mariadb,https://github.com/apache/fineract-cn-mariadb.git,Java,105,False
archiva-redback-components-site,https://github.com/apache/archiva-redback-components-site.git,Shell,12,False
archiva-redback-components-redback-features,https://github.com/apache/archiva-redback-components-redback-features.git,,12,False
incubator-retired-amaterasu,https://github.com/apache/incubator-retired-amaterasu.git,Kotlin,4663,False
continuum,https://github.com/apache/continuum.git,Java,20919,False
servicemix4-features,https://github.com/apache/servicemix4-features.git,Java,3434,False
incubator-sentry,https://github.com/apache/incubator-sentry.git,Java,5649,False
manifoldcf-integration-solr-3.x,https://github.com/apache/manifoldcf-integration-solr-3.x.git,Java,150400,False
struts-sandbox,https://github.com/apache/struts-sandbox.git,Java,17502,False
servicemix4-nmr,https://github.com/apache/servicemix4-nmr.git,Java,2846,False
maven-sandbox,https://github.com/apache/maven-sandbox.git,Java,53758,False
manifoldcf-integration-solr-4.x,https://github.com/apache/manifoldcf-integration-solr-4.x.git,Java,157683,False
shindig,https://github.com/apache/shindig.git,Java,18767,False
servicemix-utils,https://github.com/apache/servicemix-utils.git,Java,298,False
directmemory,https://github.com/apache/directmemory.git,Java,4560,False
tapestry4,https://github.com/apache/tapestry4.git,Java,76583,False
uima-addons,https://github.com/apache/uima-addons.git,Java,8388,False
openwhisk-deploy-openshift,https://github.com/apache/openwhisk-deploy-openshift.git,Shell,228,False
xalan-j,https://github.com/apache/xalan-j.git,Java,55092,False
ant-antlibs-dotnet,https://github.com/apache/ant-antlibs-dotnet.git,Java,232,False
ant-antlibs-compress,https://github.com/apache/ant-antlibs-compress.git,Java,1513,False
incubator-milagro-mfa-server,https://github.com/apache/incubator-milagro-mfa-server.git,C++,326,False
infrastructure-relaytest,https://github.com/apache/infrastructure-relaytest.git,,16206,False
predictionio-template-skeleton,https://github.com/apache/predictionio-template-skeleton.git,Scala,25,False
predictionio-template-similar-product,https://github.com/apache/predictionio-template-similar-product.git,Scala,41,False
predictionio-template-recommender,https://github.com/apache/predictionio-template-recommender.git,Scala,42,False
predictionio-template-ecom-recommender,https://github.com/apache/predictionio-template-ecom-recommender.git,Scala,52,False
metamodel-membrane,https://github.com/apache/metamodel-membrane.git,Java,132,False
incubator-taverna-site,https://github.com/apache/incubator-taverna-site.git,HTML,48827,False
maven-ant-plugin,https://github.com/apache/maven-ant-plugin.git,Java,279,False
uima-build,https://github.com/apache/uima-build.git,XSLT,798,False
predictionio-template-text-classifier,https://github.com/apache/predictionio-template-text-classifier.git,Scala,120549,False
airflow-ci,https://github.com/apache/airflow-ci.git,Dockerfile,26,False
maven-downloader,https://github.com/apache/maven-downloader.git,Java,30,False
incubator-milagro-crypto,https://github.com/apache/incubator-milagro-crypto.git,C,4805,False
maven-shared,https://github.com/apache/maven-shared.git,Java,13007,False
tomee-site,https://github.com/apache/tomee-site.git,HTML,117679,False
aries-site,https://github.com/apache/aries-site.git,HTML,139,False
infrastructure-ci-specs,https://github.com/apache/infrastructure-ci-specs.git,Python,16,False
puppet-etherpad_lite,https://github.com/apache/puppet-etherpad_lite.git,Puppet,99,False
maven-repository-builder-retired,https://github.com/apache/maven-repository-builder-retired.git,Java,72,False
pivot,https://github.com/apache/pivot.git,Java,40601,False
sis,https://github.com/apache/sis.git,Java,65306,False
any23,https://github.com/apache/any23.git,HTML,39879,False
ofbiz-tools,https://github.com/apache/ofbiz-tools.git,HTML,3031,False
httpasyncclient,https://github.com/apache/httpasyncclient.git,Java,1445,False
maven-runtime,https://github.com/apache/maven-runtime.git,Java,96,False
onami,https://github.com/apache/onami.git,Java,1643,False
incubator-retired-cmda,https://github.com/apache/incubator-retired-cmda.git,JavaScript,60419,False
sling-org-apache-sling-feature-applicationbuilder,https://github.com/apache/sling-org-apache-sling-feature-applicationbuilder.git,Java,51,False
sling-org-apache-sling-bnd-plugins,https://github.com/apache/sling-org-apache-sling-bnd-plugins.git,Java,15,False
comdev-helpwanted,https://github.com/apache/comdev-helpwanted.git,CoffeeScript,294,False
karaf-jclouds-cli,https://github.com/apache/karaf-jclouds-cli.git,Java,267,False
usergrid-nodejs,https://github.com/apache/usergrid-nodejs.git,JavaScript,402,False
karaf-jclouds,https://github.com/apache/karaf-jclouds.git,Java,1290,False
cordova-plugin-console,https://github.com/apache/cordova-plugin-console.git,JavaScript,141,False
cordova-plugin-legacy-whitelist,https://github.com/apache/cordova-plugin-legacy-whitelist.git,Objective-C,26,False
couchdb-triq,https://github.com/apache/couchdb-triq.git,Erlang,754,False
httpd-docs-build,https://github.com/apache/httpd-docs-build.git,Perl,12290,False
