Name,URL,Language,size,Oversize?
flink-statefun-playground,https://github.com/apache/flink-statefun-playground.git,,3669,False
maven-resolver-ant-tasks,https://github.com/apache/maven-resolver-ant-tasks.git,Java,388,False
incubator-sdap-nexus,https://github.com/apache/incubator-sdap-nexus.git,Python,4819,False
griffin,https://github.com/apache/griffin.git,Scala,28267,False
sling-whiteboard,https://github.com/apache/sling-whiteboard.git,Java,96096,False
commons-pool,https://github.com/apache/commons-pool.git,Java,6707,False
openoffice-externals,https://github.com/apache/openoffice-externals.git,,13092,False
brooklyn-docs,https://github.com/apache/brooklyn-docs.git,JavaScript,28887,False
arrow-cookbook,https://github.com/apache/arrow-cookbook.git,C++,540,False
ignite-website,https://github.com/apache/ignite-website.git,HTML,288914,False
incubator-pagespeed-cpanel,https://github.com/apache/incubator-pagespeed-cpanel.git,Perl,42,False
nifi-minifi-cpp,https://github.com/apache/nifi-minifi-cpp.git,C++,36935,False
dubbo-kubernetes,https://github.com/apache/dubbo-kubernetes.git,Java,48557,False
superset-site,https://github.com/apache/superset-site.git,HTML,240867,False
arrow-testing,https://github.com/apache/arrow-testing.git,Shell,29727,False
incubator-teaclave-trustzone-sdk,https://github.com/apache/incubator-teaclave-trustzone-sdk.git,Rust,820,False
directory-ldap-api,https://github.com/apache/directory-ldap-api.git,Java,49551,False
ofbiz-site,https://github.com/apache/ofbiz-site.git,HTML,26856,False
mynewt-newt,https://github.com/apache/mynewt-newt.git,Go,11843,False
activemq-artemis-native,https://github.com/apache/activemq-artemis-native.git,Java,446,False
streams,https://github.com/apache/streams.git,Java,147991,False
commons-configuration,https://github.com/apache/commons-configuration.git,Java,19803,False
hadoop-site,https://github.com/apache/hadoop-site.git,,434858,True
maven-compiler-plugin,https://github.com/apache/maven-compiler-plugin.git,Java,876,False
commons-dbcp,https://github.com/apache/commons-dbcp.git,Java,6874,False
commons-release-plugin,https://github.com/apache/commons-release-plugin.git,Java,6337,False
commons-digester,https://github.com/apache/commons-digester.git,Java,4393,False
maven-shared-utils,https://github.com/apache/maven-shared-utils.git,Java,901,False
lucene-site,https://github.com/apache/lucene-site.git,CSS,70531,False
commons-statistics,https://github.com/apache/commons-statistics.git,Java,2455,False
maven-dist-tool,https://github.com/apache/maven-dist-tool.git,,391,False
maven-plugin-tools,https://github.com/apache/maven-plugin-tools.git,Java,2961,False
commons-bcel,https://github.com/apache/commons-bcel.git,Java,6664,False
commons-functor,https://github.com/apache/commons-functor.git,Java,4769,False
commons-jelly,https://github.com/apache/commons-jelly.git,Java,5370,False
commons-parent,https://github.com/apache/commons-parent.git,,1357,False
maven-dependency-analyzer,https://github.com/apache/maven-dependency-analyzer.git,Java,361,False
commons-email,https://github.com/apache/commons-email.git,Java,1750,False
commons-daemon,https://github.com/apache/commons-daemon.git,C,2190,False
tomcat-native,https://github.com/apache/tomcat-native.git,C,15812,False
commons-numbers,https://github.com/apache/commons-numbers.git,Java,29243,False
maven-file-management,https://github.com/apache/maven-file-management.git,Java,163,False
httpd-tests,https://github.com/apache/httpd-tests.git,Perl,2834,False
skywalking-agent-test-tool,https://github.com/apache/skywalking-agent-test-tool.git,Java,212,False
maven-pdf-plugin,https://github.com/apache/maven-pdf-plugin.git,Java,376,False
commons-cli,https://github.com/apache/commons-cli.git,Java,3308,False
freemarker-generator,https://github.com/apache/freemarker-generator.git,Java,1917,False
maven-studies,https://github.com/apache/maven-studies.git,,40625,False
maven-dependency-tree,https://github.com/apache/maven-dependency-tree.git,Java,355,False
commons-exec,https://github.com/apache/commons-exec.git,Java,2291,False
dubbo-docs,https://github.com/apache/dubbo-docs.git,,14297,False
tomee-jakarta,https://github.com/apache/tomee-jakarta.git,Java,1402,False
hbase-native-client,https://github.com/apache/hbase-native-client.git,C++,844,False
activemq-cli-tools,https://github.com/apache/activemq-cli-tools.git,Java,90,False
dubbo-awesome,https://github.com/apache/dubbo-awesome.git,,401613,True
dubbo-proxy,https://github.com/apache/dubbo-proxy.git,Java,34,False
commons-codec,https://github.com/apache/commons-codec.git,Java,5180,False
climate,https://github.com/apache/climate.git,Jupyter Notebook,35741,False
stdcxx,https://github.com/apache/stdcxx.git,C++,15270,False
activemq-cpp,https://github.com/apache/activemq-cpp.git,C++,31924,False
cordova-plugin-splashscreen,https://github.com/apache/cordova-plugin-splashscreen.git,Java,574,False
directory-buildtools,https://github.com/apache/directory-buildtools.git,Java,724,False
sling-org-apache-sling-testing-sling-mock-oak,https://github.com/apache/sling-org-apache-sling-testing-sling-mock-oak.git,Java,153,False
shardingsphere-elasticjob-cloud,https://github.com/apache/shardingsphere-elasticjob-cloud.git,Java,23924,False
openwhisk-devtools,https://github.com/apache/openwhisk-devtools.git,JavaScript,75895,False
rocketmq-exporter,https://github.com/apache/rocketmq-exporter.git,Java,169,False
struts-site,https://github.com/apache/struts-site.git,HTML,51604,False
httpcomponents-core,https://github.com/apache/httpcomponents-core.git,Java,18104,False
orc,https://github.com/apache/orc.git,HTML,39481,False
qpid-broker-j,https://github.com/apache/qpid-broker-j.git,Java,143705,False
qpid,https://github.com/apache/qpid.git,Java,214977,False
sling-samples,https://github.com/apache/sling-samples.git,Java,9269,False
sling-org-apache-sling-app-cms,https://github.com/apache/sling-org-apache-sling-app-cms.git,Java,8625,False
flink-shaded,https://github.com/apache/flink-shaded.git,Shell,203,False
echarts-doc,https://github.com/apache/echarts-doc.git,JavaScript,245976,False
cordova-plugin-contacts,https://github.com/apache/cordova-plugin-contacts.git,JavaScript,912,False
commons-logging,https://github.com/apache/commons-logging.git,Java,2624,False
activemq-website,https://github.com/apache/activemq-website.git,HTML,191031,False
rocketmq-cloudevents,https://github.com/apache/rocketmq-cloudevents.git,Java,15,False
rocketmq-streams,https://github.com/apache/rocketmq-streams.git,Java,2322,False
maven-dependency-plugin,https://github.com/apache/maven-dependency-plugin.git,Java,1996,False
xalan-c,https://github.com/apache/xalan-c.git,C++,50699,False
maven-enforcer,https://github.com/apache/maven-enforcer.git,Java,1879,False
sling-org-apache-sling-jcr-jackrabbit-usermanager,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-usermanager.git,Java,429,False
unomi-site,https://github.com/apache/unomi-site.git,HTML,2429,False
maven-archetype,https://github.com/apache/maven-archetype.git,Java,4407,False
cassandra-harry,https://github.com/apache/cassandra-harry.git,Java,403,False
couchdb-infra-cm,https://github.com/apache/couchdb-infra-cm.git,Python,73,False
nifi-site,https://github.com/apache/nifi-site.git,Handlebars,2472,False
jena-site,https://github.com/apache/jena-site.git,HTML,72001,False
airflow-client-go,https://github.com/apache/airflow-client-go.git,Go,320,False
juneau,https://github.com/apache/juneau.git,Java,333370,True
incubator-eventmesh-site,https://github.com/apache/incubator-eventmesh-site.git,HTML,16258,False
servicecomb-service-center,https://github.com/apache/servicecomb-service-center.git,Go,22557,False
skywalking-website,https://github.com/apache/skywalking-website.git,CSS,375515,True
cloudstack-documentation,https://github.com/apache/cloudstack-documentation.git,Python,20939,False
sling-org-apache-sling-feature-cpconverter,https://github.com/apache/sling-org-apache-sling-feature-cpconverter.git,Java,2214,False
celix,https://github.com/apache/celix.git,C,12870,False
royale-docs,https://github.com/apache/royale-docs.git,Sass,13072,False
dubbo-erlang,https://github.com/apache/dubbo-erlang.git,Erlang,2456,False
cloudstack-www,https://github.com/apache/cloudstack-www.git,HTML,5047,False
rocketmq-client-go,https://github.com/apache/rocketmq-client-go.git,Go,1202,False
www-site,https://github.com/apache/www-site.git,HTML,537297,True
rocketmq-client-nodejs,https://github.com/apache/rocketmq-client-nodejs.git,C++,59,False
netbeans-website,https://github.com/apache/netbeans-website.git,SCSS,285542,False
maven-integration-testing,https://github.com/apache/maven-integration-testing.git,Java,17217,False
ws-wss4j,https://github.com/apache/ws-wss4j.git,Java,84059,False
incubator-yunikorn-web,https://github.com/apache/incubator-yunikorn-web.git,TypeScript,712,False
skywalking-infra-e2e,https://github.com/apache/skywalking-infra-e2e.git,Go,515,False
skywalking-kubernetes,https://github.com/apache/skywalking-kubernetes.git,Smarty,462,False
joshua,https://github.com/apache/joshua.git,Java,362742,True
iotdb-client-go,https://github.com/apache/iotdb-client-go.git,Go,231,False
phoenix-connectors,https://github.com/apache/phoenix-connectors.git,Java,567,False
skywalking-python,https://github.com/apache/skywalking-python.git,Python,464,False
skywalking-docker,https://github.com/apache/skywalking-docker.git,Dockerfile,117,False
maven-artifact-plugin,https://github.com/apache/maven-artifact-plugin.git,Java,323,False
incubator-weex-site,https://github.com/apache/incubator-weex-site.git,SCSS,106360,False
commons-dbutils,https://github.com/apache/commons-dbutils.git,Java,1244,False
mnemonic,https://github.com/apache/mnemonic.git,Java,2996,False
cordova-plugin-media,https://github.com/apache/cordova-plugin-media.git,JavaScript,859,False
ratis-thirdparty,https://github.com/apache/ratis-thirdparty.git,Shell,150,False
pulsar-helm-chart,https://github.com/apache/pulsar-helm-chart.git,Shell,373,False
cordova-plugin-battery-status,https://github.com/apache/cordova-plugin-battery-status.git,JavaScript,299,False
cordova-plugin-device,https://github.com/apache/cordova-plugin-device.git,JavaScript,401,False
cordova-plugin-device-orientation,https://github.com/apache/cordova-plugin-device-orientation.git,JavaScript,364,False
cordova-plugin-vibration,https://github.com/apache/cordova-plugin-vibration.git,JavaScript,669,False
cordova-plugin-device-motion,https://github.com/apache/cordova-plugin-device-motion.git,JavaScript,393,False
commons-ognl,https://github.com/apache/commons-ognl.git,Java,1786,False
apisix-java-plugin-runner,https://github.com/apache/apisix-java-plugin-runner.git,Java,784,False
incubator-liminal,https://github.com/apache/incubator-liminal.git,Python,6517,False
incubator-sedona,https://github.com/apache/incubator-sedona.git,Java,504259,True
metron-bro-plugin-kafka,https://github.com/apache/metron-bro-plugin-kafka.git,Shell,71128,False
couchdb-docker,https://github.com/apache/couchdb-docker.git,Shell,292,False
maven-doxia-converter,https://github.com/apache/maven-doxia-converter.git,Java,206,False
samza-beam-examples,https://github.com/apache/samza-beam-examples.git,Java,34,False
tapestry-5,https://github.com/apache/tapestry-5.git,Java,44193,False
flink-playgrounds,https://github.com/apache/flink-playgrounds.git,Java,1157,False
axis-axis2-java-core,https://github.com/apache/axis-axis2-java-core.git,Java,74366,False
tcl-site,https://github.com/apache/tcl-site.git,HTML,3679,False
directory-fortress-core,https://github.com/apache/directory-fortress-core.git,Java,13376,False
cloudstack-kubernetes-provider,https://github.com/apache/cloudstack-kubernetes-provider.git,Go,53428,False
camel-karaf,https://github.com/apache/camel-karaf.git,Java,2728,False
oozie,https://github.com/apache/oozie.git,Java,31354,False
ws-neethi,https://github.com/apache/ws-neethi.git,Java,1601,False
activemq-nms-amqp,https://github.com/apache/activemq-nms-amqp.git,C#,944,False
skywalking-data-collect-protocol,https://github.com/apache/skywalking-data-collect-protocol.git,Starlark,124,False
tcl-rivet,https://github.com/apache/tcl-rivet.git,C,5620,False
servicecomb-mesher,https://github.com/apache/servicecomb-mesher.git,Go,651,False
shardingsphere-elasticjob-ui,https://github.com/apache/shardingsphere-elasticjob-ui.git,Java,1239,False
cassandra-sidecar,https://github.com/apache/cassandra-sidecar.git,Java,188,False
infrastructure-pelican,https://github.com/apache/infrastructure-pelican.git,Python,205,False
groovy-dev-site,https://github.com/apache/groovy-dev-site.git,HTML,3337,False
groovy-website,https://github.com/apache/groovy-website.git,Groovy,4272,False
maven-indexer,https://github.com/apache/maven-indexer.git,Java,8251,False
whimsy,https://github.com/apache/whimsy.git,Ruby,9128,False
sling-org-apache-sling-pipes,https://github.com/apache/sling-org-apache-sling-pipes.git,Java,938,False
pulsar-dotpulsar,https://github.com/apache/pulsar-dotpulsar.git,C#,734,False
uima-uimaj,https://github.com/apache/uima-uimaj.git,Java,63780,False
jclouds-site,https://github.com/apache/jclouds-site.git,HTML,8428,False
couchdb-couch-plugins,https://github.com/apache/couchdb-couch-plugins.git,Erlang,31,False
camel-quarkus-examples,https://github.com/apache/camel-quarkus-examples.git,Java,438,False
sling-org-apache-sling-i18n,https://github.com/apache/sling-org-apache-sling-i18n.git,Java,348,False
jackrabbit-filevault,https://github.com/apache/jackrabbit-filevault.git,Java,5304,False
ignite-python-thin-client,https://github.com/apache/ignite-python-thin-client.git,Python,521,False
rocketmq-docker,https://github.com/apache/rocketmq-docker.git,Shell,97,False
rocketmq-apis,https://github.com/apache/rocketmq-apis.git,Starlark,32,False
olingo-odata4,https://github.com/apache/olingo-odata4.git,Java,53661,False
commons-imaging,https://github.com/apache/commons-imaging.git,Java,39591,False
trafficserver-ci,https://github.com/apache/trafficserver-ci.git,Shell,335,False
maven-gh-actions-shared,https://github.com/apache/maven-gh-actions-shared.git,,34,False
openoffice-org,https://github.com/apache/openoffice-org.git,HTML,3056274,True
airavata-django-portal,https://github.com/apache/airavata-django-portal.git,Python,90392,False
couchdb-helm,https://github.com/apache/couchdb-helm.git,Mustache,243,False
rocketmq-site,https://github.com/apache/rocketmq-site.git,SCSS,24375,False
netbeans-jenkins-lib,https://github.com/apache/netbeans-jenkins-lib.git,Groovy,318,False
incubator-streampipes-examples,https://github.com/apache/incubator-streampipes-examples.git,Java,112,False
kibble,https://github.com/apache/kibble.git,Python,78,False
infrastructure-test,https://github.com/apache/infrastructure-test.git,,129,False
sling-org-apache-sling-feature-analyser,https://github.com/apache/sling-org-apache-sling-feature-analyser.git,Java,820,False
maven-shade-plugin,https://github.com/apache/maven-shade-plugin.git,Java,1177,False
echarts-handbook,https://github.com/apache/echarts-handbook.git,Vue,19052,False
skywalking-satellite,https://github.com/apache/skywalking-satellite.git,Go,1174,False
skywalking-nodejs,https://github.com/apache/skywalking-nodejs.git,TypeScript,349,False
maven-sources,https://github.com/apache/maven-sources.git,,46,False
commons-net,https://github.com/apache/commons-net.git,Java,8747,False
mnemonic-site,https://github.com/apache/mnemonic-site.git,SCSS,19740,False
felix-atomos,https://github.com/apache/felix-atomos.git,Java,1283,False
openwhisk-external-resources,https://github.com/apache/openwhisk-external-resources.git,,52,False
openwhisk-pluggable-provider,https://github.com/apache/openwhisk-pluggable-provider.git,JavaScript,395,False
openwhisk-package-pushnotifications,https://github.com/apache/openwhisk-package-pushnotifications.git,JavaScript,171,False
openwhisk-runtime-ballerina,https://github.com/apache/openwhisk-runtime-ballerina.git,Java,311,False
openwhisk-package-deploy,https://github.com/apache/openwhisk-package-deploy.git,Scala,96,False
steve,https://github.com/apache/steve.git,Python,845,False
infrastructure-roundtrip,https://github.com/apache/infrastructure-roundtrip.git,Python,70,False
gobblin-site,https://github.com/apache/gobblin-site.git,HTML,8063,False
incubator-flagon-userale-pyqt5,https://github.com/apache/incubator-flagon-userale-pyqt5.git,Python,952,False
incubator-flagon-tap,https://github.com/apache/incubator-flagon-tap.git,JavaScript,5299,False
incubator-flagon-stout,https://github.com/apache/incubator-flagon-stout.git,HTML,5421,False
incubator-flagon-user-ale,https://github.com/apache/incubator-flagon-user-ale.git,JavaScript,140449,False
geronimo-config,https://github.com/apache/geronimo-config.git,Java,238,False
incubator-milagro-crypto-c,https://github.com/apache/incubator-milagro-crypto-c.git,C,12886,False
netbeans-mavenutils-nbm-shared,https://github.com/apache/netbeans-mavenutils-nbm-shared.git,Java,3837,False
netbeans-mavenutils-nb-repository-plugin,https://github.com/apache/netbeans-mavenutils-nb-repository-plugin.git,Java,3831,False
freemarker-online-tester,https://github.com/apache/freemarker-online-tester.git,Java,243,False
freemarker-site,https://github.com/apache/freemarker-site.git,HTML,35770,False
netbeans-mavenutils-archetype-nbm-archetype,https://github.com/apache/netbeans-mavenutils-archetype-nbm-archetype.git,Groovy,3827,False
netbeans-mavenutils-archetype-nbm-suite-root,https://github.com/apache/netbeans-mavenutils-archetype-nbm-suite-root.git,Groovy,3827,False
netbeans-mavenutils-archetype-netbeans-platform-app-archetype,https://github.com/apache/netbeans-mavenutils-archetype-netbeans-platform-app-archetype.git,Java,3828,False
netbeans-mavenutils-parent,https://github.com/apache/netbeans-mavenutils-parent.git,Groovy,3827,False
netbeans-parent,https://github.com/apache/netbeans-parent.git,Groovy,2420,False
netbeans-webskin,https://github.com/apache/netbeans-webskin.git,JavaScript,3825,False
netbeans-mavenutils-nbm-maven-harness,https://github.com/apache/netbeans-mavenutils-nbm-maven-harness.git,Java,3836,False
chemistry-opencmis,https://github.com/apache/chemistry-opencmis.git,Java,15587,False
mina-ftpserver,https://github.com/apache/mina-ftpserver.git,Java,6462,False
velocity-master,https://github.com/apache/velocity-master.git,,21,False
uima-build-resources,https://github.com/apache/uima-build-resources.git,XSLT,89,False
geronimo-website,https://github.com/apache/geronimo-website.git,HTML,360,False
datasketches-pig,https://github.com/apache/datasketches-pig.git,Java,3510,False
fineract-cn-reporting,https://github.com/apache/fineract-cn-reporting.git,Java,304,False
fineract-cn-api,https://github.com/apache/fineract-cn-api.git,Java,129,False
fineract-cn-office,https://github.com/apache/fineract-cn-office.git,Java,304,False
ace,https://github.com/apache/ace.git,Java,180955,False
geode-kafka-connector,https://github.com/apache/geode-kafka-connector.git,Java,773,False
jmeter-site-preview,https://github.com/apache/jmeter-site-preview.git,HTML,19438,False
airflow-configure-aws-credentials,https://github.com/apache/airflow-configure-aws-credentials.git,JavaScript,3773,False
airflow-JamesIves-github-pages-deploy-action,https://github.com/apache/airflow-JamesIves-github-pages-deploy-action.git,TypeScript,52482,False
geronimo-jwt-auth,https://github.com/apache/geronimo-jwt-auth.git,Java,106,False
bahir,https://github.com/apache/bahir.git,Scala,1123,False
nifi-minifi,https://github.com/apache/nifi-minifi.git,Java,1992,False
incubator-liminal-site,https://github.com/apache/incubator-liminal-site.git,HTML,12416,False
cloudstack-primate,https://github.com/apache/cloudstack-primate.git,Vue,5732,False
fineract-cn-crypto,https://github.com/apache/fineract-cn-crypto.git,Java,87,False
fineract-cn-template,https://github.com/apache/fineract-cn-template.git,Java,201,False
fineract-cn-rhythm,https://github.com/apache/fineract-cn-rhythm.git,Java,384,False
groovy-examples,https://github.com/apache/groovy-examples.git,Groovy,196,False
crunch,https://github.com/apache/crunch.git,Java,7595,False
flex-blazeds,https://github.com/apache/flex-blazeds.git,Java,80980,False
openoffice-mwiki,https://github.com/apache/openoffice-mwiki.git,CSS,157,False
comdev-fosdem-content,https://github.com/apache/comdev-fosdem-content.git,HTML,20,False
comdev-fosdem-static,https://github.com/apache/comdev-fosdem-static.git,,1115,False
fineract-cn-data-jpa,https://github.com/apache/fineract-cn-data-jpa.git,Java,148,False
fineract-cn-command,https://github.com/apache/fineract-cn-command.git,Java,119,False
incubator-flagon-distill,https://github.com/apache/incubator-flagon-distill.git,Python,562,False
accumulo-classloaders,https://github.com/apache/accumulo-classloaders.git,Java,69,False
yetus-test-patch-action,https://github.com/apache/yetus-test-patch-action.git,Shell,17,False
geronimo-openapi,https://github.com/apache/geronimo-openapi.git,Java,334,False
airflow-helm-unittest,https://github.com/apache/airflow-helm-unittest.git,Go,397,False
logging-site,https://github.com/apache/logging-site.git,HTML,59790,False
cordova-discuss,https://github.com/apache/cordova-discuss.git,,434,False
logging-log4php-site,https://github.com/apache/logging-log4php-site.git,,1781,False
logging-log4php,https://github.com/apache/logging-log4php.git,PHP,4578,False
dubbo-python,https://github.com/apache/dubbo-python.git,Python,215,False
axis-axis1-java,https://github.com/apache/axis-axis1-java.git,Java,38594,False
openoffice-forums,https://github.com/apache/openoffice-forums.git,,5,False
derby,https://github.com/apache/derby.git,Java,84454,False
airflow-cancel-workflow-runs,https://github.com/apache/airflow-cancel-workflow-runs.git,TypeScript,339,False
airflow-get-workflow-origin,https://github.com/apache/airflow-get-workflow-origin.git,TypeScript,193,False
airflow-label-when-approved,https://github.com/apache/airflow-label-when-approved.git,TypeScript,202,False
airflow-github-push-action,https://github.com/apache/airflow-github-push-action.git,JavaScript,42,False
airflow-checks-action,https://github.com/apache/airflow-checks-action.git,TypeScript,377,False
airflow-codecov-action,https://github.com/apache/airflow-codecov-action.git,JavaScript,3325,False
airflow-pre-commit-action,https://github.com/apache/airflow-pre-commit-action.git,JavaScript,366,False
rya-site,https://github.com/apache/rya-site.git,SCSS,938,False
couchdb-lager,https://github.com/apache/couchdb-lager.git,Erlang,1049,False
mina-vysper,https://github.com/apache/mina-vysper.git,Java,29312,False
royale-website,https://github.com/apache/royale-website.git,,263895,False
fineract-cn-payroll,https://github.com/apache/fineract-cn-payroll.git,Java,245,False
juneau-petstore,https://github.com/apache/juneau-petstore.git,Java,802,False
incubator-nemo-website,https://github.com/apache/incubator-nemo-website.git,HTML,8247,False
incubator-bluemarlin,https://github.com/apache/incubator-bluemarlin.git,Python,50817,False
fineract-cn-interoperation,https://github.com/apache/fineract-cn-interoperation.git,Java,104,False
mynewt-mcumgr-cli,https://github.com/apache/mynewt-mcumgr-cli.git,Go,15,False
shardingsphere-externals,https://github.com/apache/shardingsphere-externals.git,,12,False
mynewt-imgmod,https://github.com/apache/mynewt-imgmod.git,Go,63,False
pulsar-presto,https://github.com/apache/pulsar-presto.git,Java,452,False
pulsar-connectors,https://github.com/apache/pulsar-connectors.git,Java,716,False
griffin-site,https://github.com/apache/griffin-site.git,CSS,11260,False
ignite-php-thin-client,https://github.com/apache/ignite-php-thin-client.git,PHP,139,False
phoenix-omid-site,https://github.com/apache/phoenix-omid-site.git,HTML,2784,False
logging-log4j-scala,https://github.com/apache/logging-log4j-scala.git,Scala,345,False
karaf-winegrower,https://github.com/apache/karaf-winegrower.git,Java,571,False
abdera,https://github.com/apache/abdera.git,Java,12255,False
cordova-node-xcode,https://github.com/apache/cordova-node-xcode.git,JavaScript,1257,False
ambari-logsearch,https://github.com/apache/ambari-logsearch.git,Java,9537,False
ambari-infra,https://github.com/apache/ambari-infra.git,Java,662,False
archiva-jenkins-lib,https://github.com/apache/archiva-jenkins-lib.git,Groovy,21,False
ambari-metrics,https://github.com/apache/ambari-metrics.git,Java,9167,False
uima-uimacpp,https://github.com/apache/uima-uimacpp.git,C++,2188,False
geronimo-microprofile,https://github.com/apache/geronimo-microprofile.git,Java,127,False
couchdb-bear,https://github.com/apache/couchdb-bear.git,Erlang,123,False
couchdb-escodegen,https://github.com/apache/couchdb-escodegen.git,JavaScript,2676,False
couchdb-esprima,https://github.com/apache/couchdb-esprima.git,TypeScript,53535,False
couchdb-ets-lru,https://github.com/apache/couchdb-ets-lru.git,Erlang,152,False
couchdb-hqueue,https://github.com/apache/couchdb-hqueue.git,C,14,False
couchdb-khash,https://github.com/apache/couchdb-khash.git,C,49,False
couchdb-local,https://github.com/apache/couchdb-local.git,Erlang,189,False
couchdb-thrift-protocol,https://github.com/apache/couchdb-thrift-protocol.git,Erlang,22,False
asterixdb-bad,https://github.com/apache/asterixdb-bad.git,Java,653,False
incubator-sdap-website,https://github.com/apache/incubator-sdap-website.git,JavaScript,12189,False
nifi-standard-libraries,https://github.com/apache/nifi-standard-libraries.git,,7,False
nifi-fds,https://github.com/apache/nifi-fds.git,HTML,127823,False
accumulo-pig,https://github.com/apache/accumulo-pig.git,Java,170,False
fluo-docker,https://github.com/apache/fluo-docker.git,Dockerfile,18,False
accumulo-bsp,https://github.com/apache/accumulo-bsp.git,Java,18,False
accumulo-instamo-archetype,https://github.com/apache/accumulo-instamo-archetype.git,Java,81,False
cayenne-examples,https://github.com/apache/cayenne-examples.git,Java,24,False
accumulo-maven-plugin,https://github.com/apache/accumulo-maven-plugin.git,Java,177,False
fluo-bytes,https://github.com/apache/fluo-bytes.git,,14,False
fluo-recipes,https://github.com/apache/fluo-recipes.git,Java,695,False
fluo-yarn,https://github.com/apache/fluo-yarn.git,Shell,66,False
fluo-examples,https://github.com/apache/fluo-examples.git,Java,986,False
infrastructure-otp,https://github.com/apache/infrastructure-otp.git,Python,75,False
httpd-mod_fcgid,https://github.com/apache/httpd-mod_fcgid.git,C,668,False
juneau-website,https://github.com/apache/juneau-website.git,HTML,545256,True
cocoon,https://github.com/apache/cocoon.git,Java,363587,True
beam-wheels,https://github.com/apache/beam-wheels.git,Shell,20,False
infrastructure-mailstats,https://github.com/apache/infrastructure-mailstats.git,Python,11,False
incubator-mxnet-examples,https://github.com/apache/incubator-mxnet-examples.git,,2,False
dubbo-php-framework,https://github.com/apache/dubbo-php-framework.git,PHP,6239,False
shardingsphere-acceptance-test,https://github.com/apache/shardingsphere-acceptance-test.git,Java,19666,False
ant-antlibs-props,https://github.com/apache/ant-antlibs-props.git,Java,72,False
maven-ant-tasks,https://github.com/apache/maven-ant-tasks.git,Java,863,False
ant-antlibs-vss,https://github.com/apache/ant-antlibs-vss.git,Java,31,False
ant-antlibs-common,https://github.com/apache/ant-antlibs-common.git,XSLT,168,False
aries-antora-ui,https://github.com/apache/aries-antora-ui.git,HTML,345,False
infrastructure-quota-agent,https://github.com/apache/infrastructure-quota-agent.git,,6,False
dolphinscheduler-maven-plugin,https://github.com/apache/dolphinscheduler-maven-plugin.git,Java,96,False
incubator-toree-website,https://github.com/apache/incubator-toree-website.git,CSS,2951,False
infrastructure-uninstaller,https://github.com/apache/infrastructure-uninstaller.git,Python,10,False
airavata-mft-portal,https://github.com/apache/airavata-mft-portal.git,Python,580,False
maven-jmod-plugin,https://github.com/apache/maven-jmod-plugin.git,Java,127,False
foundation-site,https://github.com/apache/foundation-site.git,CSS,4090,False
openwebbeans-peeco,https://github.com/apache/openwebbeans-peeco.git,Java,28,False
logging-log4j-audit-site,https://github.com/apache/logging-log4j-audit-site.git,,2027,False
servicemix-website,https://github.com/apache/servicemix-website.git,CSS,1266,False
axis-axis2-c-core,https://github.com/apache/axis-axis2-c-core.git,C,19740,False
incubator-retired-tamaya-site,https://github.com/apache/incubator-retired-tamaya-site.git,CSS,156181,False
geronimo-health,https://github.com/apache/geronimo-health.git,Java,29,False
couchdb-admin,https://github.com/apache/couchdb-admin.git,Shell,112,False
santuario-java,https://github.com/apache/santuario-java.git,Java,35886,False
opennlp-sandbox,https://github.com/apache/opennlp-sandbox.git,Java,12496,False
opennlp-addons,https://github.com/apache/opennlp-addons.git,Java,204,False
struts-archetypes,https://github.com/apache/struts-archetypes.git,Java,1576,False
xalan-site,https://github.com/apache/xalan-site.git,XSLT,313624,True
shardingsphere-elasticjob-example,https://github.com/apache/shardingsphere-elasticjob-example.git,Java,37,False
shardingsphere-elasticjob-doc,https://github.com/apache/shardingsphere-elasticjob-doc.git,HTML,22375,False
cordova-contribute,https://github.com/apache/cordova-contribute.git,,92,False
infrastructure-testapp,https://github.com/apache/infrastructure-testapp.git,Python,15,False
incubator-sdap-ingester,https://github.com/apache/incubator-sdap-ingester.git,Python,195791,False
fineract-cn-teller,https://github.com/apache/fineract-cn-teller.git,Java,461,False
archiva-site,https://github.com/apache/archiva-site.git,CSS,767,False
geronimo-opentracing,https://github.com/apache/geronimo-opentracing.git,Java,178,False
cordova-mobile-spec,https://github.com/apache/cordova-mobile-spec.git,JavaScript,3313,False
infrastructure-gnomebot,https://github.com/apache/infrastructure-gnomebot.git,,4,False
infrastructure-gitbox-reposyncer,https://github.com/apache/infrastructure-gitbox-reposyncer.git,,8,False
infrastructure-flup-auth,https://github.com/apache/infrastructure-flup-auth.git,,5,False
airflow-client-java,https://github.com/apache/airflow-client-java.git,,1,False
airflow-client-javascript,https://github.com/apache/airflow-client-javascript.git,,1,False
oltu,https://github.com/apache/oltu.git,Java,1844,False
incubator-retired-tamaya-extensions,https://github.com/apache/incubator-retired-tamaya-extensions.git,Java,6796,False
nifi-container,https://github.com/apache/nifi-container.git,,6,False
puppet-postfix,https://github.com/apache/puppet-postfix.git,HTML,172,False
openwebbeans-meecrowave-examples,https://github.com/apache/openwebbeans-meecrowave-examples.git,Java,49,False
incubator-streampipes-extensions,https://github.com/apache/incubator-streampipes-extensions.git,Java,51605,False
cxf-build-utils,https://github.com/apache/cxf-build-utils.git,Java,184,False
logging-log4j-audit,https://github.com/apache/logging-log4j-audit.git,Java,1539,False
